binName, varBitrate, varBitrateSpatial, varMV, varMVSpatial, varMvdBits, varMvdBitsSpatial
test/1.bin,0.838,1.997,12.568,33.372,0.033,0.032
test/1.bin,0.737,1.791,15.264,40.212,0.030,0.030
test/1.bin,0.642,1.609,13.801,36.672,0.027,0.027
test/1.bin,0.564,1.438,17.402,48.047,0.025,0.026
test/1.bin,0.500,1.270,18.074,44.599,0.022,0.024
test/1.bin,0.431,1.129,18.982,55.350,0.020,0.024
test/1.bin,0.390,1.013,18.050,55.013,0.019,0.021
test/1.bin,0.338,0.900,18.723,54.537,0.017,0.020
test/1.bin,0.300,0.801,17.292,41.288,0.015,0.018
test/1.bin,0.261,0.693,15.847,32.923,0.013,0.016
test/1.bin,0.231,0.622,17.130,37.459,0.012,0.014
test/1.bin,0.205,0.549,14.423,31.213,0.011,0.013
test/1.bin,0.182,0.487,16.368,33.153,0.009,0.011
test/1.bin,0.160,0.432,14.634,29.421,0.008,0.010
test/1.bin,0.142,0.380,15.186,30.095,0.007,0.010
test/1.bin,0.125,0.340,13.630,27.378,0.007,0.009
test/1.bin,0.111,0.306,14.910,28.650,0.006,0.008
test/1.bin,11.289,11.337,9.760,11.401,0.127,0.128
test/1.bin,9.703,10.281,8.251,10.599,0.117,0.117
test/1.bin,8.424,9.340,7.644,10.065,0.112,0.111
test/1.bin,7.294,8.479,7.820,10.372,0.106,0.105
test/1.bin,6.302,7.675,6.686,8.575,0.101,0.101
test/1.bin,5.457,6.931,8.356,12.418,0.098,0.097
test/1.bin,4.727,6.221,8.492,10.679,0.093,0.091
test/1.bin,4.097,5.575,8.150,10.309,0.089,0.088
test/1.bin,3.559,4.984,10.110,13.784,0.084,0.085
test/1.bin,3.117,4.459,10.842,13.315,0.083,0.085
test/1.bin,2.696,3.981,11.539,15.483,0.078,0.081
test/1.bin,2.345,3.538,10.473,14.409,0.073,0.079
test/1.bin,2.030,3.134,11.109,18.230,0.067,0.074
test/1.bin,1.756,2.782,11.831,19.211,0.065,0.072
test/1.bin,1.519,2.459,10.926,14.847,0.058,0.069
test/1.bin,1.307,2.176,12.790,22.516,0.052,0.063
test/1.bin,1.106,1.908,11.444,16.494,0.048,0.056
test/1.bin,0.945,1.670,15.007,21.505,0.042,0.052
test/1.bin,0.819,1.471,14.212,26.326,0.039,0.049
test/1.bin,0.691,1.285,14.436,29.332,0.035,0.044
test/1.bin,0.589,1.117,12.984,29.938,0.033,0.040
test/1.bin,0.497,0.973,11.502,28.814,0.031,0.036
test/1.bin,0.427,0.857,14.579,32.014,0.028,0.034
test/1.bin,0.361,0.737,11.485,34.874,0.025,0.030
test/1.bin,0.309,0.658,11.603,27.444,0.023,0.027
test/1.bin,0.259,0.557,9.614,21.638,0.020,0.023
test/1.bin,0.221,0.493,10.365,25.123,0.019,0.021
test/1.bin,0.183,0.438,11.227,20.997,0.016,0.019
test/1.bin,0.157,0.384,9.119,17.646,0.015,0.016
test/1.bin,0.135,0.339,10.126,25.795,0.013,0.015
test/1.bin,0.117,0.296,9.169,21.145,0.011,0.013
test/1.bin,0.100,0.264,8.237,16.530,0.009,0.011
test/1.bin,0.087,0.242,9.426,20.836,0.007,0.010
test/1.bin,7.696,8.546,4.866,14.228,0.124,0.099
test/1.bin,6.672,7.746,5.818,15.656,0.115,0.092
test/1.bin,5.845,7.022,5.421,15.704,0.108,0.085
test/1.bin,5.123,6.376,5.270,16.598,0.100,0.078
test/1.bin,4.476,5.785,6.409,17.972,0.095,0.072
test/1.bin,3.897,5.249,5.755,19.543,0.089,0.067
test/1.bin,3.417,4.761,7.361,22.405,0.083,0.063
test/1.bin,2.964,4.289,5.775,18.075,0.078,0.059
test/1.bin,2.579,3.867,5.942,23.365,0.074,0.057
test/1.bin,2.256,3.464,6.404,20.929,0.069,0.054
test/1.bin,1.940,3.104,6.432,22.713,0.064,0.052
test/1.bin,1.699,2.777,7.032,24.701,0.058,0.049
test/1.bin,1.478,2.497,6.511,21.963,0.052,0.045
test/1.bin,1.272,2.226,7.413,22.140,0.049,0.042
test/1.bin,1.098,1.987,6.131,26.123,0.043,0.040
test/1.bin,0.955,1.778,7.178,23.763,0.037,0.036
test/1.bin,0.829,1.590,6.844,28.515,0.033,0.032
test/1.bin,0.710,1.405,7.248,26.323,0.030,0.031
test/1.bin,0.616,1.259,8.153,25.929,0.027,0.029
test/1.bin,0.533,1.126,8.902,28.617,0.024,0.026
test/1.bin,0.463,1.005,10.940,32.291,0.021,0.024
test/1.bin,0.395,0.893,9.326,37.027,0.020,0.022
test/1.bin,0.350,0.811,13.825,54.141,0.017,0.022
test/1.bin,0.309,0.718,9.193,27.855,0.015,0.019
test/1.bin,0.268,0.634,7.160,28.556,0.014,0.018
test/1.bin,0.237,0.577,8.344,28.447,0.012,0.016
test/1.bin,0.207,0.511,6.960,22.052,0.011,0.014
test/1.bin,0.179,0.460,6.031,22.953,0.010,0.013
test/1.bin,0.159,0.413,6.836,20.893,0.009,0.012
test/1.bin,0.140,0.374,6.173,21.809,0.008,0.011
test/1.bin,0.123,0.333,5.522,22.195,0.007,0.010
test/1.bin,0.110,0.305,6.647,24.046,0.006,0.009
test/1.bin,0.096,0.275,6.121,25.331,0.005,0.009
test/1.bin,7.481,6.809,5.932,13.434,0.138,0.073
test/1.bin,6.470,6.165,7.008,13.098,0.127,0.068
test/1.bin,5.650,5.582,6.704,14.253,0.118,0.063
test/1.bin,4.952,5.086,7.586,15.372,0.112,0.059
test/1.bin,4.303,4.588,6.907,16.233,0.104,0.055
test/1.bin,3.747,4.153,7.236,18.025,0.097,0.052
test/1.bin,3.268,3.733,7.254,17.630,0.090,0.050
test/1.bin,2.842,3.364,8.376,18.554,0.087,0.048
test/1.bin,2.475,3.022,7.349,19.883,0.082,0.045
test/1.bin,2.168,2.722,9.172,20.823,0.076,0.043
test/1.bin,1.876,2.430,7.289,19.970,0.070,0.041
test/1.bin,1.657,2.173,7.767,21.210,0.064,0.039
test/1.bin,1.434,1.947,10.223,26.942,0.057,0.036
test/1.bin,1.253,1.756,9.018,20.104,0.053,0.034
test/1.bin,1.094,1.560,9.523,24.724,0.047,0.031
test/1.bin,0.952,1.390,10.574,29.555,0.043,0.029
test/1.bin,0.824,1.240,10.241,26.982,0.039,0.027
test/1.bin,0.717,1.118,10.909,30.834,0.036,0.025
test/1.bin,0.625,0.991,11.961,25.285,0.031,0.023
test/1.bin,0.546,0.898,13.646,28.683,0.029,0.022
test/1.bin,0.479,0.805,11.971,29.235,0.026,0.021
test/1.bin,0.418,0.729,12.827,36.541,0.024,0.020
test/1.bin,0.368,0.655,16.831,52.158,0.022,0.019
test/1.bin,0.319,0.587,14.746,51.899,0.020,0.019
test/1.bin,0.282,0.527,12.744,29.577,0.018,0.017
test/1.bin,0.247,0.477,13.468,30.297,0.016,0.015
test/1.bin,0.219,0.426,10.813,27.971,0.014,0.014
test/1.bin,0.190,0.391,10.455,24.823,0.013,0.012
test/1.bin,0.166,0.348,10.922,27.777,0.012,0.011
test/1.bin,0.146,0.319,11.333,23.075,0.010,0.010
test/1.bin,0.132,0.291,12.208,25.133,0.009,0.009
test/1.bin,0.116,0.269,11.200,29.385,0.008,0.009
test/1.bin,0.101,0.243,10.942,31.892,0.007,0.008
test/1.bin,9.732,9.496,6.398,11.000,0.160,0.125
test/1.bin,8.507,8.741,6.609,11.818,0.151,0.117
test/1.bin,7.493,8.035,5.354,9.998,0.142,0.110
test/1.bin,6.566,7.365,5.507,12.110,0.136,0.104
test/1.bin,5.767,6.760,5.066,11.108,0.130,0.099
test/1.bin,5.041,6.156,5.415,11.342,0.123,0.093
test/1.bin,4.418,5.603,6.943,11.473,0.117,0.091
test/1.bin,3.870,5.070,6.045,13.001,0.111,0.088
test/1.bin,3.383,4.571,6.732,12.843,0.107,0.085
test/1.bin,2.964,4.126,7.054,15.711,0.103,0.082
test/1.bin,2.586,3.703,7.173,15.982,0.094,0.078
test/1.bin,2.271,3.334,9.073,19.370,0.085,0.074
test/1.bin,1.974,3.000,8.787,19.259,0.081,0.071
test/1.bin,1.726,2.676,9.678,23.025,0.075,0.068
test/1.bin,1.499,2.399,9.785,24.133,0.067,0.062
test/1.bin,1.298,2.143,15.471,30.192,0.062,0.059
test/1.bin,1.123,1.919,14.621,34.239,0.055,0.053
test/1.bin,0.973,1.713,13.346,31.301,0.048,0.049
test/1.bin,0.849,1.529,17.110,36.559,0.043,0.046
test/1.bin,0.736,1.359,15.729,37.944,0.039,0.042
test/1.bin,0.637,1.216,18.618,42.734,0.036,0.041
test/1.bin,0.552,1.073,16.792,41.906,0.033,0.036
test/1.bin,0.480,0.951,15.007,43.262,0.030,0.034
test/1.bin,0.411,0.844,12.266,30.993,0.026,0.030
test/1.bin,0.363,0.751,10.831,32.810,0.024,0.029
test/1.bin,0.312,0.665,9.306,22.822,0.021,0.025
test/1.bin,0.267,0.588,11.633,29.422,0.019,0.023
test/1.bin,0.233,0.527,12.695,32.825,0.017,0.021
test/1.bin,0.203,0.470,8.276,22.571,0.015,0.019
test/1.bin,0.176,0.421,11.497,28.003,0.013,0.017
test/1.bin,0.155,0.379,12.444,31.219,0.012,0.016
test/1.bin,0.134,0.337,12.631,29.853,0.010,0.014
test/1.bin,0.118,0.304,11.143,30.882,0.009,0.013
test/1.bin,6.823,8.472,7.180,9.770,0.101,0.077
test/1.bin,5.930,7.630,7.082,9.055,0.094,0.076
test/1.bin,5.189,6.820,6.940,9.550,0.086,0.070
test/1.bin,4.548,6.151,6.846,8.473,0.080,0.068
test/1.bin,3.979,5.528,7.575,10.985,0.074,0.063
test/1.bin,3.474,4.946,7.911,12.014,0.068,0.060
test/1.bin,3.055,4.436,8.401,12.666,0.062,0.056
test/1.bin,2.681,3.983,8.554,12.873,0.059,0.053
test/1.bin,2.358,3.565,8.653,11.758,0.055,0.053
test/1.bin,2.083,3.187,8.685,13.194,0.051,0.048
test/1.bin,1.824,2.839,10.466,16.023,0.048,0.047
test/1.bin,1.612,2.531,10.787,15.284,0.042,0.044
test/1.bin,1.410,2.266,11.509,20.062,0.041,0.041
test/1.bin,1.230,2.023,11.588,19.934,0.039,0.039
test/1.bin,1.089,1.811,11.401,19.512,0.035,0.036
test/1.bin,0.953,1.613,9.937,17.506,0.030,0.033
test/1.bin,0.825,1.441,11.320,22.075,0.027,0.030
test/1.bin,0.720,1.287,9.392,23.245,0.024,0.027
test/1.bin,0.629,1.150,9.476,19.037,0.022,0.026
test/1.bin,0.552,1.039,9.786,26.425,0.019,0.024
test/1.bin,0.482,0.923,9.993,24.993,0.018,0.022
test/1.bin,0.415,0.825,12.082,31.088,0.016,0.021
test/1.bin,0.365,0.742,11.917,29.059,0.015,0.020
test/1.bin,0.317,0.669,13.746,35.592,0.012,0.018
test/1.bin,0.277,0.599,11.094,32.209,0.011,0.017
test/1.bin,0.245,0.537,8.663,29.835,0.010,0.015
test/1.bin,0.212,0.480,8.301,25.172,0.009,0.014
test/1.bin,0.186,0.429,6.983,22.420,0.008,0.012
test/1.bin,0.163,0.395,9.204,24.299,0.007,0.011
test/1.bin,0.144,0.357,7.860,20.434,0.006,0.010
test/1.bin,0.125,0.317,8.118,25.639,0.005,0.009
test/1.bin,0.112,0.293,7.791,24.995,0.005,0.009
test/1.bin,0.096,0.263,8.802,24.512,0.004,0.008
test/1.bin,8.968,10.136,6.094,15.421,0.127,0.125
test/1.bin,7.930,9.103,4.354,13.352,0.118,0.114
test/1.bin,7.018,8.203,3.667,13.052,0.109,0.102
test/1.bin,6.219,7.401,4.183,16.474,0.103,0.094
test/1.bin,5.487,6.672,4.404,11.873,0.097,0.088
test/1.bin,4.833,6.025,5.154,13.506,0.092,0.081
test/1.bin,4.258,5.423,3.870,11.190,0.088,0.078
test/1.bin,3.744,4.883,4.808,15.717,0.083,0.074
test/1.bin,3.297,4.376,4.958,15.685,0.078,0.068
test/1.bin,2.904,3.955,5.879,16.707,0.075,0.065
test/1.bin,2.553,3.543,6.788,15.072,0.069,0.061
test/1.bin,2.281,3.178,4.003,13.691,0.064,0.057
test/1.bin,2.001,2.870,6.549,19.548,0.058,0.054
test/1.bin,1.741,2.575,4.395,15.632,0.054,0.051
test/1.bin,1.539,2.305,5.553,17.561,0.048,0.047
test/1.bin,1.367,2.077,6.912,22.313,0.042,0.043
test/1.bin,1.199,1.859,6.869,19.989,0.036,0.039
test/1.bin,1.050,1.672,7.706,25.420,0.033,0.035
test/1.bin,0.930,1.501,7.334,22.132,0.030,0.032
test/1.bin,0.815,1.348,7.928,24.320,0.026,0.030
test/1.bin,0.716,1.208,8.915,28.978,0.024,0.027
test/1.bin,0.632,1.077,10.858,33.942,0.021,0.025
test/1.bin,0.563,0.967,10.478,35.022,0.020,0.023
test/1.bin,0.493,0.871,9.640,26.058,0.017,0.021
test/1.bin,0.441,0.771,8.379,24.164,0.016,0.019
test/1.bin,0.390,0.701,8.198,27.315,0.014,0.017
test/1.bin,0.340,0.611,8.377,25.369,0.012,0.016
test/1.bin,0.301,0.556,7.740,25.490,0.011,0.014
test/1.bin,0.266,0.490,6.998,21.017,0.009,0.013
test/1.bin,0.228,0.443,7.516,23.900,0.008,0.012
test/1.bin,0.194,0.399,6.297,19.765,0.008,0.011
test/1.bin,0.168,0.356,7.987,24.702,0.006,0.010
test/1.bin,0.146,0.319,6.783,20.579,0.006,0.009
test/1.bin,10.060,9.735,5.727,13.711,0.186,0.094
test/1.bin,8.823,8.856,5.378,12.477,0.175,0.087
test/1.bin,7.769,8.030,5.675,15.276,0.166,0.080
test/1.bin,6.860,7.264,6.519,15.650,0.158,0.080
test/1.bin,6.014,6.593,6.343,14.622,0.150,0.077
test/1.bin,5.280,5.971,5.742,14.508,0.145,0.075
test/1.bin,4.629,5.397,6.719,15.881,0.136,0.074
test/1.bin,4.064,4.868,7.912,17.736,0.130,0.070
test/1.bin,3.554,4.364,9.480,19.400,0.122,0.068
test/1.bin,3.117,3.904,6.438,14.971,0.117,0.066
test/1.bin,2.698,3.506,8.582,18.575,0.106,0.065
test/1.bin,2.353,3.126,9.037,20.108,0.099,0.064
test/1.bin,2.036,2.804,8.061,21.264,0.091,0.062
test/1.bin,1.772,2.489,8.871,20.825,0.081,0.058
test/1.bin,1.529,2.228,9.645,22.534,0.073,0.054
test/1.bin,1.309,1.977,9.161,23.328,0.064,0.050
test/1.bin,1.125,1.757,9.544,24.702,0.055,0.046
test/1.bin,0.961,1.560,11.095,27.293,0.049,0.044
test/1.bin,0.827,1.392,11.365,25.211,0.044,0.039
test/1.bin,0.708,1.240,13.782,31.846,0.039,0.037
test/1.bin,0.611,1.107,11.204,29.651,0.035,0.034
test/1.bin,0.526,0.975,11.939,30.800,0.032,0.032
test/1.bin,0.456,0.874,13.545,36.232,0.028,0.029
test/1.bin,0.392,0.764,11.472,31.595,0.025,0.028
test/1.bin,0.341,0.682,11.514,31.103,0.023,0.025
test/1.bin,0.299,0.611,10.173,26.436,0.020,0.022
test/1.bin,0.261,0.547,10.117,27.129,0.018,0.021
test/1.bin,0.227,0.495,10.639,26.271,0.016,0.017
test/1.bin,0.203,0.440,9.406,24.990,0.014,0.017
test/1.bin,0.179,0.401,11.243,28.700,0.012,0.015
test/1.bin,0.158,0.362,11.609,27.444,0.011,0.014
test/1.bin,0.136,0.331,11.022,28.577,0.009,0.013
test/1.bin,0.119,0.294,11.299,28.540,0.008,0.012
test/1.bin,7.618,7.821,6.660,15.476,0.122,0.079
test/1.bin,6.670,7.048,7.736,16.835,0.112,0.071
test/1.bin,5.888,6.363,7.956,19.683,0.106,0.067
test/1.bin,5.224,5.775,8.108,18.673,0.097,0.063
test/1.bin,4.582,5.226,8.521,18.599,0.092,0.060
test/1.bin,4.038,4.746,7.617,20.795,0.085,0.055
test/1.bin,3.566,4.296,8.760,21.352,0.080,0.052
test/1.bin,3.139,3.903,8.246,18.275,0.075,0.051
test/1.bin,2.760,3.524,8.709,23.589,0.070,0.048
test/1.bin,2.437,3.193,9.835,20.673,0.066,0.047
test/1.bin,2.146,2.868,9.458,22.730,0.061,0.044
test/1.bin,1.895,2.587,10.004,20.035,0.055,0.042
test/1.bin,1.664,2.335,8.664,21.476,0.050,0.040
test/1.bin,1.481,2.121,14.712,41.231,0.048,0.039
test/1.bin,1.288,1.890,9.865,26.857,0.042,0.036
test/1.bin,1.150,1.715,11.199,24.749,0.039,0.034
test/1.bin,0.999,1.539,12.621,36.453,0.034,0.032
test/1.bin,0.881,1.393,14.547,40.650,0.032,0.030
test/1.bin,0.773,1.249,14.755,51.253,0.029,0.028
test/1.bin,0.683,1.124,16.365,38.114,0.027,0.027
test/1.bin,0.609,1.014,17.873,58.254,0.024,0.026
test/1.bin,0.535,0.916,15.668,39.559,0.022,0.023
test/1.bin,0.471,0.830,14.365,41.116,0.020,0.022
test/1.bin,0.414,0.748,13.484,39.616,0.018,0.020
test/1.bin,0.367,0.675,15.773,47.237,0.017,0.019
test/1.bin,0.320,0.600,12.594,31.347,0.014,0.016
test/1.bin,0.285,0.551,11.122,26.578,0.013,0.015
test/1.bin,0.251,0.499,11.561,31.712,0.011,0.014
test/1.bin,0.224,0.449,11.138,25.137,0.010,0.013
test/1.bin,0.195,0.405,11.606,38.103,0.009,0.012
test/1.bin,0.172,0.366,17.176,55.473,0.008,0.010
test/1.bin,0.149,0.327,11.612,27.740,0.007,0.010
test/1.bin,0.135,0.297,16.139,41.931,0.006,0.009
test/1.bin,6.893,6.604,8.161,15.162,0.099,0.098
test/1.bin,6.072,5.947,8.160,15.764,0.092,0.090
test/1.bin,5.429,5.368,11.602,21.065,0.085,0.081
test/1.bin,4.800,4.850,6.250,16.840,0.080,0.074
test/1.bin,4.234,4.381,6.594,18.978,0.076,0.068
test/1.bin,3.723,3.961,6.919,21.286,0.070,0.061
test/1.bin,3.305,3.585,6.469,22.267,0.065,0.057
test/1.bin,2.929,3.227,6.892,21.178,0.060,0.052
test/1.bin,2.546,2.879,7.480,25.066,0.057,0.046
test/1.bin,2.236,2.582,9.410,33.316,0.053,0.043
test/1.bin,1.976,2.319,10.310,33.216,0.050,0.039
test/1.bin,1.756,2.085,7.901,27.387,0.045,0.037
test/1.bin,1.514,1.863,10.308,29.065,0.042,0.034
test/1.bin,1.348,1.666,11.997,41.774,0.039,0.030
test/1.bin,1.174,1.490,10.447,32.129,0.035,0.029
test/1.bin,1.029,1.333,12.962,33.248,0.032,0.026
test/1.bin,0.901,1.190,13.248,35.325,0.029,0.023
test/1.bin,0.788,1.069,16.701,48.615,0.027,0.024
test/1.bin,0.687,0.954,18.938,52.704,0.024,0.021
test/1.bin,0.603,0.858,25.306,82.099,0.022,0.021
test/1.bin,0.543,0.777,24.716,75.699,0.020,0.019
test/1.bin,0.473,0.703,23.017,73.956,0.018,0.020
test/1.bin,0.420,0.638,26.407,93.791,0.017,0.018
test/1.bin,0.353,0.565,19.688,70.009,0.015,0.018
test/1.bin,0.317,0.502,14.629,40.933,0.014,0.015
test/1.bin,0.274,0.458,14.324,38.030,0.012,0.012
test/1.bin,0.245,0.404,12.531,44.140,0.011,0.011
test/1.bin,0.214,0.358,14.054,45.401,0.010,0.010
test/1.bin,0.188,0.325,12.570,41.440,0.009,0.009
test/1.bin,0.165,0.294,15.231,40.447,0.008,0.008
test/1.bin,0.145,0.266,14.948,45.585,0.007,0.008
test/1.bin,0.128,0.245,17.558,49.264,0.006,0.007
test/1.bin,0.111,0.220,16.225,46.892,0.006,0.006
test/1.bin,5.848,6.729,7.824,15.533,0.139,0.125
test/1.bin,5.141,5.980,6.201,16.299,0.129,0.113
test/1.bin,4.538,5.325,6.293,17.005,0.119,0.100
test/1.bin,4.018,4.773,5.042,17.516,0.112,0.089
test/1.bin,3.534,4.278,5.236,18.227,0.104,0.083
test/1.bin,3.109,3.821,5.614,18.011,0.097,0.073
test/1.bin,2.748,3.455,5.773,16.757,0.091,0.067
test/1.bin,2.432,3.084,6.161,20.958,0.085,0.063
test/1.bin,2.148,2.762,6.598,20.937,0.079,0.058
test/1.bin,1.898,2.468,5.976,22.239,0.076,0.055
test/1.bin,1.672,2.213,6.725,25.314,0.069,0.049
test/1.bin,1.473,1.982,6.866,25.174,0.064,0.047
test/1.bin,1.289,1.785,6.690,23.759,0.059,0.044
test/1.bin,1.132,1.604,7.208,25.769,0.055,0.041
test/1.bin,0.995,1.430,7.647,26.195,0.051,0.039
test/1.bin,0.873,1.284,7.586,30.228,0.046,0.035
test/1.bin,0.764,1.155,9.011,28.645,0.041,0.032
test/1.bin,0.669,1.025,9.185,31.036,0.037,0.030
test/1.bin,0.588,0.936,10.609,32.513,0.034,0.027
test/1.bin,0.516,0.844,11.254,33.617,0.031,0.025
test/1.bin,0.453,0.766,12.507,40.324,0.028,0.023
test/1.bin,0.398,0.681,12.242,38.138,0.026,0.022
test/1.bin,0.353,0.616,12.414,37.897,0.024,0.020
test/1.bin,0.307,0.561,13.686,39.586,0.022,0.018
test/1.bin,0.276,0.501,10.628,30.334,0.020,0.017
test/1.bin,0.244,0.443,10.445,31.250,0.018,0.015
test/1.bin,0.223,0.411,13.128,39.370,0.016,0.014
test/1.bin,0.194,0.361,11.151,27.718,0.014,0.012
test/1.bin,0.175,0.328,10.586,26.475,0.012,0.010
test/1.bin,0.154,0.296,10.785,26.217,0.011,0.010
test/1.bin,0.138,0.272,10.263,27.379,0.010,0.009
test/1.bin,0.123,0.247,11.087,28.082,0.009,0.009
test/1.bin,0.110,0.227,10.122,25.974,0.008,0.007
test/1.bin,11.433,11.361,7.083,13.195,0.163,0.155
test/1.bin,10.074,10.451,7.081,12.984,0.155,0.146
test/1.bin,8.904,9.634,8.814,13.646,0.149,0.140
test/1.bin,7.864,8.861,8.460,14.065,0.143,0.130
test/1.bin,6.874,8.141,8.103,14.174,0.136,0.124
test/1.bin,6.033,7.450,7.149,14.647,0.128,0.117
test/1.bin,5.288,6.809,8.237,16.647,0.122,0.111
test/1.bin,4.632,6.222,8.415,15.731,0.117,0.105
test/1.bin,4.044,5.625,7.496,18.176,0.110,0.103
test/1.bin,3.556,5.108,9.430,19.296,0.105,0.097
test/1.bin,3.092,4.611,9.705,20.159,0.096,0.090
test/1.bin,2.710,4.178,8.559,19.018,0.089,0.087
test/1.bin,2.349,3.756,9.749,21.678,0.081,0.081
test/1.bin,2.066,3.388,10.910,24.095,0.076,0.076
test/1.bin,1.788,3.015,9.641,21.073,0.067,0.068
test/1.bin,1.547,2.697,10.348,24.702,0.061,0.064
test/1.bin,1.343,2.402,10.603,24.363,0.054,0.057
test/1.bin,1.149,2.126,11.801,26.582,0.049,0.052
test/1.bin,0.999,1.882,9.871,30.774,0.044,0.050
test/1.bin,0.863,1.663,12.974,29.888,0.039,0.045
test/1.bin,0.739,1.472,15.421,31.691,0.036,0.042
test/1.bin,0.637,1.294,14.354,38.477,0.033,0.038
test/1.bin,0.548,1.136,17.484,40.111,0.029,0.035
test/1.bin,0.473,1.004,14.443,41.318,0.026,0.031
test/1.bin,0.414,0.883,15.677,41.198,0.025,0.029
test/1.bin,0.355,0.770,12.279,29.044,0.021,0.025
test/1.bin,0.309,0.676,10.871,30.351,0.019,0.022
test/1.bin,0.266,0.597,12.031,27.051,0.017,0.020
test/1.bin,0.231,0.527,11.162,26.085,0.015,0.018
test/1.bin,0.196,0.457,10.222,27.898,0.013,0.015
test/1.bin,0.173,0.407,12.016,32.075,0.011,0.014
test/1.bin,0.153,0.357,12.971,28.053,0.010,0.014
test/1.bin,0.131,0.313,12.798,27.068,0.008,0.012
test/1.bin,16.726,14.377,4.536,9.586,0.228,0.207
test/1.bin,14.556,13.380,6.025,14.736,0.218,0.195
test/1.bin,12.677,12.370,4.934,12.002,0.209,0.184
test/1.bin,11.008,11.438,4.828,12.971,0.203,0.179
test/1.bin,9.535,10.536,4.016,12.756,0.198,0.173
test/1.bin,8.309,9.667,4.481,12.530,0.189,0.167
test/1.bin,7.214,8.808,4.329,16.183,0.180,0.163
test/1.bin,6.279,8.027,5.348,15.101,0.176,0.160
test/1.bin,5.482,7.253,4.252,19.095,0.167,0.154
test/1.bin,4.791,6.536,4.282,18.602,0.163,0.152
test/1.bin,4.140,5.867,3.948,14.206,0.153,0.149
test/1.bin,3.613,5.272,3.964,19.878,0.145,0.148
test/1.bin,3.128,4.699,4.307,20.401,0.136,0.141
test/1.bin,2.717,4.175,4.629,24.021,0.126,0.135
test/1.bin,2.327,3.703,4.631,21.096,0.116,0.127
test/1.bin,1.980,3.266,3.833,18.654,0.104,0.115
test/1.bin,1.684,2.883,4.651,21.494,0.095,0.110
test/1.bin,1.420,2.540,5.131,22.382,0.086,0.100
test/1.bin,1.205,2.213,4.475,21.744,0.078,0.091
test/1.bin,1.016,1.921,5.851,24.788,0.071,0.086
test/1.bin,0.861,1.688,6.874,27.698,0.065,0.080
test/1.bin,0.718,1.450,7.328,30.328,0.058,0.071
test/1.bin,0.603,1.241,7.254,35.764,0.053,0.065
test/1.bin,0.502,1.074,6.096,24.857,0.048,0.058
test/1.bin,0.416,0.918,4.865,20.700,0.043,0.052
test/1.bin,0.348,0.787,4.456,20.219,0.038,0.046
test/1.bin,0.283,0.673,5.042,19.396,0.035,0.041
test/1.bin,0.238,0.586,5.048,23.955,0.031,0.036
test/1.bin,0.198,0.499,4.730,23.393,0.027,0.032
test/1.bin,0.168,0.438,5.367,22.897,0.025,0.028
test/1.bin,0.137,0.371,4.597,22.090,0.021,0.023
test/1.bin,0.115,0.322,4.724,21.020,0.018,0.021
test/1.bin,0.097,0.284,5.468,18.412,0.016,0.019
test/1.bin,11.084,11.822,8.020,15.502,0.174,0.141
test/1.bin,9.716,10.813,8.790,14.585,0.164,0.131
test/1.bin,8.582,9.874,8.372,15.001,0.159,0.124
test/1.bin,7.534,8.973,8.391,16.429,0.150,0.120
test/1.bin,6.629,8.195,7.564,17.597,0.144,0.115
test/1.bin,5.796,7.456,8.164,16.714,0.138,0.112
test/1.bin,5.072,6.764,8.092,19.225,0.130,0.108
test/1.bin,4.440,6.112,7.864,21.390,0.126,0.105
test/1.bin,3.909,5.516,8.503,21.282,0.119,0.101
test/1.bin,3.427,4.982,10.012,21.952,0.112,0.097
test/1.bin,2.972,4.458,9.817,20.863,0.105,0.095
test/1.bin,2.620,4.024,9.435,23.283,0.097,0.090
test/1.bin,2.281,3.603,9.487,23.364,0.090,0.085
test/1.bin,1.988,3.231,11.249,22.441,0.083,0.080
test/1.bin,1.718,2.872,11.198,22.567,0.075,0.075
test/1.bin,1.491,2.557,12.001,24.647,0.067,0.067
test/1.bin,1.290,2.271,11.134,24.457,0.061,0.064
test/1.bin,1.101,2.007,13.430,27.977,0.055,0.058
test/1.bin,0.949,1.775,13.598,29.255,0.050,0.052
test/1.bin,0.818,1.561,16.267,31.533,0.045,0.049
test/1.bin,0.695,1.375,18.634,34.699,0.041,0.045
test/1.bin,0.596,1.209,16.612,33.990,0.037,0.041
test/1.bin,0.517,1.068,13.675,33.739,0.033,0.036
test/1.bin,0.439,0.923,12.957,33.085,0.030,0.034
test/1.bin,0.377,0.807,11.779,30.901,0.027,0.031
test/1.bin,0.320,0.707,12.538,32.353,0.024,0.028
test/1.bin,0.274,0.622,11.789,32.893,0.022,0.025
test/1.bin,0.235,0.544,11.814,31.166,0.019,0.021
test/1.bin,0.203,0.485,11.617,31.042,0.017,0.019
test/1.bin,0.177,0.424,11.250,31.037,0.015,0.017
test/1.bin,0.152,0.376,10.971,32.393,0.013,0.016
test/1.bin,0.131,0.334,11.375,33.715,0.011,0.014
test/1.bin,0.115,0.297,11.308,30.776,0.009,0.012
test/1.bin,12.405,16.304,5.338,14.953,0.239,0.234
test/1.bin,10.948,14.894,6.337,16.531,0.228,0.221
test/1.bin,9.687,13.607,5.247,16.003,0.220,0.212
test/1.bin,8.550,12.400,4.426,16.823,0.208,0.198
